TAG_CODESPACE_AND_TAG_ID,TAG_ID,,,,,UTC_RELEASE_DATE_TIME,EST_TAG_LIFE,UTC_EXPIRATION_DATE_TIME,TAG_MODEL,TAG_TYPE,,,,,COMMON_NAME,SCIENTIFIC_NAME,RELEASE_LOCATION,,,,,,TAG_IMPLANT_TYPE,COMMENTS
A69-1303-63982,63982,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63981,63981,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63980,63980,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63979,63979,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63978,63978,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63977,63977,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63976,63976,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63975,63975,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63974,63974,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63973,63973,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63972,63972,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63971,63971,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63970,63970,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63969,63969,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63968,63968,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63967,63967,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63966,63966,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63965,63965,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63964,63964,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63963,63963,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63962,63962,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63961,63961,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63960,63960,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63959,63959,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63958,63958,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63957,63957,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63956,63956,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63955,63955,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63954,63954,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63953,63953,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63952,63952,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63951,63951,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63950,63950,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63949,63949,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63948,63948,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63947,63947,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63946,63946,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63945,63945,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63944,63944,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63943,63943,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63942,63942,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63941,63941,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63940,63940,,,,,1/15/2010,,2/14/2012,V16-4x,,A69-1303,ECU,Roger Rulifson,Jen Cudney,Spiny dogfish,Squalus acanthias,Oregon Inlet to Hatteras Inlet,,,,,,not provided,
A69-1303-63439,63439,,,,,3/9/2010,2920,3/7/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63438,63438,,,,,1/28/2010,2920,1/26/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63437,63437,,,,,2/8/2012,2920,2/6/2020,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63436,63436,,,,,2/19/2010,2920,2/17/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63435,63435,,,,,2/23/2010,2920,2/21/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63433,63433,,,,,1/29/2010,2920,1/27/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63432,63432,,,,,2/23/2010,2920,2/21/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63431,63431,,,,,4/1/2010,2920,3/30/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63430,63430,,,,,4/1/2010,2920,3/30/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63429,63429,,,,,1/9/2012,2920,1/7/2020,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63427,63427,,,,,1/29/2010,2920,1/27/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63426,63426,,,,,2/23/2010,2920,2/21/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63425,63425,,,,,4/1/2010,2920,3/30/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63424,63424,,,,,3/1/2010,2920,2/27/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-63423,63423,,,,,3/9/2010,2920,3/7/2018,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-62532,62532,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62531,62531,,,,,10/19/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62530,62530,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62529,62529,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62528,62528,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62527,62527,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62526,62526,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62525,62525,,,,,10/21/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62524,62524,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62523,62523,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62522,62522,,,,,10/27/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62521,62521,,,,,10/21/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62520,62520,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62519,62519,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62518,62518,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62517,62517,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62516,62516,,,,,10/26/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62515,62515,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62514,62514,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62513,62513,,,,,10/26/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62512,62512,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62511,62511,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62510,62510,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62509,62509,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62508,62508,,,,,10/19/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62507,62507,,,,,10/20/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62506,62506,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62505,62505,,,,,10/26/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62504,62504,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62503,62503,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62502,62502,,,,,10/26/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62501,62501,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62500,62500,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62499,62499,,,,,10/20/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62498,62498,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62497,62497,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62496,62496,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62495,62495,,,,,10/21/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62494,62494,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62493,62493,,,,,10/21/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62492,62492,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62491,62491,,,,,10/21/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62490,62490,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62489,62489,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62488,62488,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62487,62487,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62486,62486,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62485,62485,,,,,10/18/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62484,62484,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62483,62483,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62482,62482,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62481,62481,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62480,62480,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62479,62479,,,,,10/17/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-62478,62478,,,,,10/26/2009,,1/1/2012,V16-4H-A69-1303,,A69-1303,UMD-CBL,Dave Secor,,Striped bass,Morone saxatilis,Hudson River,,,,,,not provided,
A69-1303-61903,61903,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61902,61902,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61901,61901,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61900,61900,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61899,61899,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61898,61898,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61897,61897,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61896,61896,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61895,61895,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61894,61894,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61893,61893,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61892,61892,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61891,61891,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61890,61890,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61889,61889,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61888,61888,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61887,61887,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61886,61886,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61885,61885,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61884,61884,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
A69-1303-61883,61883,,,,,8/1/2009,,12/27/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,,
